Shipment Number,Internal Order ID,SKU,Venue,Order ID,Purchase Date,Current Status,Status Update Date,Scheduled Delivery Date
N1617433,701-1987979-8928206-1,CAUTOB006JSIHQQ,gm-amc,701-1987979-8928206,2024-09-17 02:25:58,Delivered,2024-09-19 14:21:56,2024-09-19 14:21:56
Z308025,702-7233077-3506669-1-R1,CTOYSB00PNBUWM2,gm-amc,702-7233077-3506669,2024-09-15 20:34:10,DELIVERED ,2024-09-26 12:16:23,
N1600288,Y39786514-1,KITCHB0C5ZCF1VT,walmart-Canada,Y39786514,2024-08-10 11:08:43,DELIVERED ,2024-08-14 10:51:15,
N1601528,702-9896344-9143429-1,ELELAB0B716G17F,gm-amc,702-9896344-9143429,2024-08-15 06:12:01,DELIVERED ,2024-08-19 10:06:15,
N1620278,404-7490008-0669149-1,FURNIB07H818GJK,GM-Italy,404-7490008-0669149,2024-09-23 07:36:17,DELIVERED ,2024-09-25 11:02:30,
N1615611,702-5422308-2153054-1,APPARB09LM3XWC3,gm-amc,702-5422308-2153054,2024-09-12 20:51:25,DELIVERED ,2024-09-16 10:21:12,
N1616494,Y40179268-1,ELECCB088RBW5WB,walmart-Canada,Y40179268,2024-09-15 04:09:28,DELIVERED ,2024-09-19 10:08:56,
N1617350,203-8123664-4602757-1,USPOAB074QLSQGN,gm-amuk,203-8123664-4602757,2024-09-16 21:25:45,DELIVERED ,2024-09-19 10:08:56,
Z308234,405-9316948-9017129-1-R1,HARDWB09W2H5MB2,GM-Italy,405-9316948-9017129,2024-09-19 07:21:37,DELIVERED ,2024-09-25 11:02:30,
Z308226,702-4019965-0964264-1-R1,HEALTB01LYVJRD6,GM_amazon_CA_Renewed,702-4019965-0964264,2024-09-19 18:09:27,DELIVERED ,2024-09-25 11:02:30,
N1621305,405-8095632-3485125-1,HEALTB0CD1JCWL1,GM-France,405-8095632-3485125,2024-09-24 19:13:17,DELIVERED ,2024-09-27 10:23:51,
N1621871,702-6598013-4302648-1,LIGHTB0BRZWC624,GM_amazon_CA_Renewed,702-6598013-4302648,2024-09-25 16:19:57,DELIVERED ,2024-09-30 09:35:07,
N1597836,408-2758229-4904332-1,BBAGPB0BL427C73,GM-France,408-2758229-4904332,2024-08-03 20:42:46,DELIVERED ,2024-08-07 10:12:24,
Z305340,701-3758326-4825007-2-R1,APPARB071YM17SD,GM_amazon_CA_Renewed,701-3758326-4825007,2024-08-22 11:31:40,DELIVERED ,2024-08-29 11:25:47,
N1612691,Y40086028-1,WBEAUB07WVYFSG5,walmart-Canada,Y40086028,2024-09-07 09:09:21,DELIVERED ,2024-09-12 10:10:38,
N1603670,701-3455655-4872265-1,HARDWB00NP4FCII,GM_amazon_CA_Renewed,701-3455655-4872265,2024-08-21 04:30:42,DELIVERED ,2024-08-26 09:37:53,
N1603150,702-2387686-1229806-1,HARDWB00NP4FCII,GM_amazon_CA_Renewed,702-2387686-1229806,2024-08-19 21:30:41,DELIVERED ,2024-08-23 10:09:54,
N1621297,702-3112597-3173009-1,HOMEEB07BNY8DBX,gm-amc,702-3112597-3173009,2024-09-24 19:38:44,DELIVERED ,2024-09-26 12:16:23,
N1622055,701-3769249-5209829-1,INDSCB000LNV85C,gm-amc,701-3769249-5209829,2024-09-25 21:09:41,DELIVERED ,2024-10-02 10:58:41,
N1611247,701-5625624-1350659-1,CAUTOB079YFJ93N,gm-amc,701-5625624-1350659,2024-09-04 19:41:53,DELIVERED ,2024-09-09 11:00:37,
N1603835,T5F888T-1,KITCHB08GK6G8ZR,onbuy.com,T5F888T,2024-08-21 03:08:26,DELIVERED ,2024-08-27 10:25:57,
N1609064,701-0006763-3020208-1,CAUTOB097QDKJJ2,GM_amazon_CA_Renewed,701-0006763-3020208,2024-09-01 04:07:41,DELIVERED ,2024-09-09 10:06:27,
N1619936,701-2233726-5125014-1,INDSCB01D1SB2UO,gm-amc,701-2233726-5125014,2024-09-22 15:03:10,DELIVERED ,2024-09-24 11:36:43,
N1623285,702-1597671-5362654-1,INDSCB001WQ2AEK,gm-amc,702-1597671-5362654,2024-09-27 17:50:21,DELIVERED ,2024-10-02 10:58:41,
N1602348,Y39862252-1,WBEAUB00K4EJX5A,walmart-Canada,Y39862252,2024-08-18 12:08:13,DELIVERED ,2024-08-23 11:05:13,
N1605659,702-7252529-4404243-1,INDSCB09BWVMLYG,gm-amc,702-7252529-4404243,2024-08-26 00:33:30,DELIVERED ,2024-08-30 10:11:11,
N1614530,701-3340441-4877042-1,HEALTB000KI02LE,gm-amc,701-3340441-4877042,2024-09-10 16:33:31,DELIVERED ,2024-09-13 10:40:45,
N1610137,701-6625338-9171452-1,ELAELB093K7K35T,gm-amc,701-6625338-9171452,2024-09-02 23:37:00,DELIVERED ,2024-09-09 11:00:37,
N1622183,701-6626823-5589034-2,HOMEEB077HKMMFW,gm-amc,701-6626823-5589034,2024-09-26 00:49:05,DELIVERED ,2024-10-02 10:58:41,
N1616736,206-1338572-4589166-1,UAPPAB0163S9YIQ,gm-amuk,206-1338572-4589166,2024-09-15 16:51:30,DELIVERED ,2024-09-17 11:13:30,
N1609644,405-4841457-1988334-1,HARDWB07FF4J4Q3,GM-France,405-4841457-1988334,2024-09-02 08:03:45,DELIVERED ,2024-09-04 11:23:34,
N1606792,Y39973334-1,WSPODB01DL4IN9Q,walmart-Canada,Y39973334,2024-08-28 03:08:11,DELIVERED ,2024-08-29 11:25:47,
N1623550,702-0551536-2521804-1,CSPODB07613HQW9,gm-amc,702-0551536-2521804,2024-09-28 04:07:12,DELIVERED ,2024-10-01 10:52:15,
N1623700,701-5003597-7375460-1,CSPODB07613HQW9,gm-amc,701-5003597-7375460,2024-09-28 13:01:30,DELIVERED ,2024-10-01 10:52:15,
N1610601,702-0505769-6908204-1,CSPODB06X197WTM,gm-amc,702-0505769-6908204,2024-09-03 17:43:19,DELIVERED ,2024-09-05 10:55:43,
N1610833,Y40050396-1,HOMEEB00S9RBWIA,walmart-Canada,Y40050396,2024-09-04 07:09:28,DELIVERED ,2024-09-05 10:55:43,
N1597345,701-5568826-1621863-1,HARDWB002Z312FM,gm-amc,701-5568826-1621863,2024-08-02 13:02:57,DELIVERED ,2024-08-07 10:57:48,
N1622987,T5RGJFQ-1,OTOYSB08TSYX2P5,onbuy.com,T5RGJFQ,2024-09-27 10:09:51,DELIVERED ,2024-10-01 10:52:15,
N1611138,Y40054599-1,KITCHB09FFWRX79,walmart-Canada,Y40054599,2024-09-04 09:09:30,DELIVERED ,2024-09-09 11:00:37,
N1604939,Y39935538-1,KITCHB09FFWRX79,walmart-Canada,Y39935538,2024-08-24 10:08:03,DELIVERED ,2024-08-27 10:25:57,
Z308365,T5RBDSF-1-R1,OTOYSB08TSYX2P5,onbuy.com,T5RBDSF,2024-09-21 05:09:25,DELIVERED ,2024-09-25 12:10:58,
N1624464,T5RJDNR-1,OTOYSB08TSYX2P5,onbuy.com,T5RJDNR,2024-09-29 06:09:35,DELIVERED ,2024-10-01 10:52:15,
N1613385,T5FMVTQ-1,OTOYSB08TSYX2P5,onbuy.com,T5FMVTQ,2024-09-08 02:09:25,DELIVERED ,2024-09-11 11:05:08,
N1623694,T5RHFYD-1,OTOYSB08TSYX2P5,onbuy.com,T5RHFYD,2024-09-28 02:09:09,DELIVERED ,2024-10-01 10:52:15,
N1611149,702-1187699-3317002-1,ELECCB000I94JSC,GM-Mexico,702-1187699-3317002,2024-09-04 16:06:41,DELIVERED ,2024-09-09 11:00:37,
N1615400,402-5598734-0190765-1,HEALTB0068JOKEO,GM_amazon.com.be,402-5598734-0190765,2024-09-12 13:28:58,DELIVERED ,2024-09-16 10:21:12,
N1616857,206-1362904-8172320-1,UBABYB09HGCH8J4,gm-amuk,206-1362904-8172320,2024-09-15 20:29:44,DELIVERED ,2024-09-18 10:21:25,
N1617531,402-4909827-4077114-1,GAPPAB019FSUBVA,GM-France,402-4909827-4077114,2024-09-17 07:49:56,DELIVERED ,2024-09-19 10:08:56,
N1615719,171-2198088-5807533-1,OFFACB0187S6CLM,GM-Spain,171-2198088-5807533,2024-09-12 09:09:31,DELIVERED ,2024-09-16 10:21:12,
N1615254,Y40148360-1,HEALTB08BLGKHD9,walmart-Canada,Y40148360,2024-09-12 10:09:38,DELIVERED ,2024-09-18 10:21:25,
N1608070,701-6088981-9755458-1,BBAGPB00XLN9CH0,GM_amazon_CA_Renewed,701-6088981-9755458,2024-08-23 18:13:43,DELIVERED ,2024-09-03 10:13:26,
N1614995,205-1845581-8929933-1,INDSCB0154GGC8I,gm-amuk,205-1845581-8929933,2024-09-11 16:30:16,DELIVERED ,2024-09-17 10:23:04,
N1617533,404-2210992-7738709-1,GFOOTB09DG3WMRY,GM-France,404-2210992-7738709,2024-09-17 07:57:36,DELIVERED ,2024-09-19 10:08:56,
N1617771,701-3159632-6050653-1,COFFPB09WHS33QG,gm-amc,701-3159632-6050653,2024-09-17 18:17:37,DELIVERED ,2024-09-20 10:16:07,
N1597990,206-2009360-0260327-1,UBEAUB09C2GPQWR,gm-amuk,206-2009360-0260327,2024-08-04 09:39:03,DELIVERED ,2024-08-06 10:05:00,
N1598764,T5DTTRF-1,OBEAUB010RL3L20,onbuy.com,T5DTTRF,2024-08-06 12:08:40,DELIVERED ,2024-08-08 10:07:44,
N1600630,702-0368820-5033011-1,HEALTB003DNRH2A,gm-amc,702-0368820-5033011,2024-08-12 07:14:47,DELIVERED ,2024-08-14 10:51:15,
N1600420,Y39794185-1,WBEAUB0045PICGA,walmart-Canada,Y39794185,2024-08-11 08:08:32,DELIVERED ,2024-08-14 10:51:15,
N1602755,Y39874935-1,WBEAUB001QZLE6W,walmart-Canada,Y39874935,2024-08-19 02:08:41,DELIVERED ,2024-08-21 11:00:56,
N1603731,T5F7ZDG-1,OBEAUB000KONZQC,onbuy.com,T5F7ZDG,2024-08-21 10:08:00,DELIVERED ,2024-08-23 11:05:13,
N1605385,T5FBFMH-1,OBEAUB000KONZQC,onbuy.com,T5FBFMH,2024-08-25 01:08:46,DELIVERED ,2024-08-28 11:02:32,
