Shipment Number,Internal Order ID,SKU,Venue,Order ID,Purchase Date,Current Status,Status Update Date,Scheduled Delivery Date
C1672017,B6884276-1,SONG0969263112,bib,B6884276,2024-05-12 23:44:57,Delivered,2024-05-25 23:08:33,2024-05-25 13:22:00
C1668900,205-8403475-8481957-1,SONG1589233840,amu,205-8403475-8481957,2024-05-08 08:10:11,Delivered,2024-05-17 00:23:41,2024-05-16 13:08:00
C1667507,171-5513416-7216325-1,SONG0316375365,amit,171-5513416-7216325,2024-05-06 20:31:28,Delivered,2024-05-14 02:23:37,2024-05-13 17:46:00
C1669575,405-3007627-0607514-1,SONG3822849308,ames,405-3007627-0607514,2024-05-09 03:01:01,Delivered,2024-05-16 00:25:59,2024-05-15 15:49:00
N1525179,407-8236870-1053112-2,GBEAUB00117YMUU,GM-France,407-8236870-1053112,2024-05-12 17:39:00,Delivered,2024-05-24 21:23:22,2024-05-24 11:47:00
Z296024,701-4935019-4223435-1-R1,BBAUTB009S2HJM8,gm-brazil,701-4935019-4223435,2024-06-30 14:17:20,Delivered,2024-07-16 17:40:00,
N1596813,406-0930986-8905147-1,ELELAB0CJZ9WM2L,GM-France,406-0930986-8905147,2024-07-31 21:05:30,Delivered,2024-08-05 16:02:00,2024-08-05 16:02:00
C1729133,204-3805550-1436353-1,SONG1934109207,amu,204-3805550-1436353,2024-08-12 17:48:36,Delivered,2024-08-16 13:24:00,2024-08-16 13:24:00
C1685193,cs0-701-3462825-2369856-1,SONG1482086921,amb,cs0-701-3462825-2369856,2024-05-30 18:46:14,Delivered,2024-06-27 14:53:00,
C1687771,cs0-702-5899947-1451441-1,DADAX0307386244,amb,cs0-702-5899947-1451441,2024-06-04 04:43:14,Delivered,2024-06-22 10:33:00,
C1744203,689779362-1,DADAX0821226746,abe,689779362,2024-09-06 02:45:20,Delivered,2024-09-14 12:50:00,2024-09-14 12:50:00
C1748982,406-6869244-5509152-1,SONG0553278932,amf,406-6869244-5509152,2024-09-13 16:55:40,Delivered,2024-09-21 12:42:00,2024-09-21 12:42:00
C1744456,408-0708948-3171538-1,SONG0761542337,ampl,408-0708948-3171538,2024-09-06 20:44:40,Delivered,2024-09-16 16:01:00,2024-09-16 16:01:00
C1731112,B6987955-1,SONG1612121829,bib,B6987955,2024-08-16 01:59:07,Delivered,2024-08-23 10:55:00,2024-08-23 10:55:00
C1700283,686526248-1,SONG0553374060,abe,686526248,2024-06-25 00:37:05,Delivered,2024-07-03 12:59:00,
C1730385,404-6751637-5746764-1,SONG0879388196,amf,404-6751637-5746764,2024-08-14 18:51:45,Delivered,2024-08-20 10:35:00,2024-08-20 10:35:00
C1732719,B6991534-1,SONG0345320743,bib,B6991534,2024-08-19 07:22:52,Delivered,2024-08-26 14:27:00,2024-08-26 14:27:00
C1691708,cs0-701-3256874-8227435-1,SONG1573980137,amb,cs0-701-3256874-8227435,2024-06-11 17:45:16,Delivered,2024-06-25 10:10:00,
C1694675,686202178-1,SONG0963869809,abe,686202178,2024-06-16 10:37:16,Delivered,2024-06-22 10:33:00,
C1731404,407-4184953-9921953-1,SONG0345545052,ampl,407-4184953-9921953,2024-08-16 16:21:00,Delivered,2024-08-23 10:55:00,2024-08-23 10:55:00
C1752652,406-1952094-1018758-1,DADAX0785836462,amit,406-1952094-1018758,2024-09-19 00:59:27,Delivered,2024-09-24 18:58:00,2024-09-24 18:58:00
C1653014,682744020-1,SONG1931559430,abe,682744020,2024-03-19 14:55:41,Delivered,2024-03-30 20:22:46,2024-03-30 11:33:00
C1705968,B6941114-1,SONG0913923184,bib,B6941114,2024-07-03 07:13:54,Delivered,2024-07-09 11:27:00,
C1698874,686455987-1,DADAX1594205582,abe,686455987,2024-06-23 05:19:19,Delivered,2024-07-02 15:47:00,
C1697897,686406268-1,SONG034502107X,abe,686406268,2024-06-21 15:16:12,Delivered,2024-07-02 15:47:00,
C1732062,688711912-1,SONG0933286279,abe,688711912,2024-08-17 09:13:00,Delivered,2024-08-30 11:11:00,2024-08-30 11:11:00
C1738966,B7005533-1,SONG0671736450,bib,B7005533,2024-08-29 06:03:21,Delivered,2024-09-10 10:28:00,2024-09-10 10:28:00
C1756145,205-6806799-2068302-1,SONG1612190898,amu,205-6806799-2068302,2024-09-24 02:25:04,Delivered,2024-10-02 12:50:00,2024-10-02 12:50:00
C1697822,408-5630071-3685107-1,SONG159182303X,ampl,408-5630071-3685107,2024-06-22 00:37:06,Delivered,2024-06-28 11:21:00,
C1647400,303-2558155-2986762-1,SONG0805401350,amd,303-2558155-2986762,2024-02-28 15:17:30,Delivered,2024-03-08 21:07:22,2024-03-08 12:38:00
C1693048,686107052-1,SONG1849352097,abe,686107052,2024-06-13 15:06:40,Delivered,2024-06-25 10:11:00,
C1733004,B6992136-1,SONG1594394113,bib,B6992136,2024-08-19 21:46:52,Delivered,2024-08-30 13:00:00,2024-08-30 13:00:00
C1696384,686303512-1,DADAX0743264738,abe,686303512,2024-06-19 03:18:59,Delivered,2024-06-28 11:16:00,
C1728917,688448119-1,SONG0744000009,abe,688448119,2024-08-11 17:28:43,Delivered,2024-08-17 11:44:00,2024-08-17 11:44:00
C1748505,171-2164194-2273907-1,SONG0736956263,amf,171-2164194-2273907,2024-09-12 23:12:08,Delivered,2024-09-23 17:56:00,2024-09-23 17:56:00
C1651489,682492261-1,SONG0394706382,abe,682492261,2024-03-13 07:06:29,Delivered,2024-03-22 23:16:56,2024-03-22 10:55:00
C1689277,cs0-701-7774005-1927409-1,SONG1578644283,amb,cs0-701-7774005-1927409,2024-06-06 23:15:00,Delivered,2024-06-28 11:18:00,
C1684402,cs0-701-7526277-4386600-1,SONG0983063931,amb,cs0-701-7526277-4386600,2024-05-29 18:30:26,Delivered,2024-06-13 07:04:41,2024-06-12 11:17:00
C1719649,206-8312671-8416331-1,SONG0345471326,amu,206-8312671-8416331,2024-07-25 13:40:44,Delivered,2024-07-30 10:26:00,2024-07-30 10:26:00
C1737959,689251935-2,SONG0913780022,abe,689251935,2024-08-27 08:58:07,Delivered,2024-09-04 12:17:00,2024-09-04 12:17:00
C1630864,306-7045415-8554706-1,SONG0805092498,amd,306-7045415-8554706,2024-01-18 23:52:31,Delivered,2024-01-23 20:03:17,2024-01-23 12:22:00
C1733488,408-7647684-6207524-1,SONG1586172468,amf,408-7647684-6207524,2024-08-20 18:38:33,Delivered,2024-08-31 12:56:00,2024-08-31 12:56:00
C1754147,690489825-1,SONG0785143688,abe,690489825,2024-09-20 14:18:44,Delivered,2024-09-28 12:43:00,2024-09-28 12:43:00
C1733701,688873254-1,DADAX0300227477,abe,688873254,2024-08-20 13:09:33,Delivered,2024-08-27 10:39:00,2024-08-27 10:39:00
